score,text
5.0,"Прекрасный отель. После пребывания в нем остались только позитивные эмоции. Чистота, новизна, очень приличный завтрак, приветливый персонал, достаточно удобное расположение и, наконец, очень разумное соотношение цена-качество. Побольше бы таких отелей в России!"
5.0,"Очень понравилось: прекрасное расположение (практически в самом центре, а шаговой доступности от кремля, в тихом переулке), свежий ремонт, мебель, сантехника, все качественное, идеальная чистота. Особенно хочется отметить доброжелательность и отзывчивость персонала - это просто выше всяких похвал. При этом недорого. Всячески рекомендую!"
5.0,"Во второй раз останавливались а этой гостинице - как и в прошлый раз, остались очень довольны. Качественный ремонт всех помещений, высокие потолки, отчего номер кажется больше, удобная большая двуспальная кровать. Завтраки сытные, вкусные, большой выбор: каша-омлет-сосиски-сыр-колбаса-творог-овощи-выпечка и далее по списку. Очень внимательный персонал - помогут, подскажут, посоветуют. При бронировании с сайта скидка 5%. Рекомендуем всем - и туристам, и командировочным!"
5.0,"Отличный отель: хорошее местоположение(в 10 мин. ходьбы неспешный шагом- исторический комплекс""Рязанский кремль""), комфортные номера, большая парковка под шлагбаумом, дружелюбный персонал на ресепшене, завтрак- шведский стол- тоже неплох."
5.0,"Останавливались командой в 7 человек. Все остались довольны. Номера Комфорт достаточно просторны, с душевой кабиной. На ресепшн можно попросить чайник. В нгомерах есть чашкит, куллеры с водой есть на этаже. Люкс - выше всяких похвал, красиво, уютно, гидромассажная ванна, чайник с чашками/чай/сахар, халат. Только один нюанс - нет телевизора в спальне (рано лечь под телевизор проще, чем без него :)) Завтраки нормальные, кашки были."
5.0,"Очень хороший отель. В шаговой доступности от Рязанского Кремля. Уютный внутри, хорошая мебель, удобный матрас, чистый санузел. Очень дружелюбный персонал, готовый подсказать информацию по ресторанам города и достопримечательностям! Отличные завтраки, особенно домашняя выпечка!!! Бесплатная парковка для авто. Нет неприятных запахов!"
5.0,"Очень хороший тихий отель. Находится недалеко от центра города. В шаговой доступности кремль. Персонал доброжелательный, номера чистые, тёплые. А особенно понравились завтраки. Завтрак так и Санкт с утра когда выходишь в коридор а там веет легкий аромат выпечки. Советую отель всем не пожалеете"
4.0,"Оставлю отзыв только по одной причине - завтраки. А точнее с какой любовью их готовят повара. Домашнее яблочное варенье, булочки, творог, каша. За всей простотой и незатейливостью интерьера, это важный плюс. В целом, отель нормальный, чтобы переночевать, недалёко от Кремля, просто и чисто."
4.0,"Если вы приезжаете на Рязань-1 добираться общественным транспортом с пересадками или такси (250 руб.). Сам отель снаружи выглядит неприглядно, но внутри неплохо. Интересное здание. Персонал доброжелательный, ответили оперативно на письмо, как к ним добраться. По приезду выдали карту города и список мест для посещения. На каждом этаже есть куллер с горячей и холодной водой. 3-х местный номер большой. Двухспальная кровать произвела впечатление на 4-х летнего ребёнка. Не хватало зеркала в прихожей и полочки в ванной. И какая-то проблема с горячей водой. Интернет быстрый, завтрак для неприхотливых в еде, вроде все есть - омлет,каша, сосиски, корнфлекс, яйца, нарезка сыра и колбасы, но творог невкусный, выпечка невкусная, сыр и колбаса импортозамещенные. Обедать и ужинать можно в…"
4.0,"Очень удобный отель по расположению - совсем недалеко Рязанский Кремль, центр города, а сам отель в спальном тихом квартале. Есть частная охраняемая парковка. Замечательный персонал, очень вежливый и внимательный. Реагируют на все просьбы и идут на встречу) Помогают) Спасибо! Вкусный завтрак - шведский стол и замечательный повар) В гостинице и номерах достаточно чисто и очень тепло) Из минусов: 1. Слышимость в номерах. 2. Кафе в гостинице работает только на завтрак. Но рядом есть потрясающий бар-ресторан Базар с великолепной кухней, где вас очень вкусно накормят! (в 3-5 минутах ходьбы)"
5.0,"Отличный отель центре города,хороший просторный тёплый номер с плотными шторами.Вежливый и добрый персонал,готовый в любой момент прийти на помощь.Вкусный завтрак, голодным не останется никто.На этаже есть кулеры с водой,в номер есть фен,телевизор)"
5.0,"Прекрасное расположение в исторической части города, чистота, радушный и внимательный персонал, отличное соотношение - цена - качество. Хороший европейский завтрак, за выпечку - отдельный респект повару."
4.0,"Советская мебель, советская сантехника и даже советский запах. Чемодан на третий этаж надо тащить самому. Ни лифта, ни помощников. Сейфов в номерах нет. Есть и плюсы. Отель в центре города, все достопримечательности в пешей доступности. Завтрак, хоть и тоже советский, но вполне съедобный. Чисто."
5.0,"Хороший отель, номера большие, все по стандартам трешки, чисто, завтрак вкусный, на этаже есть кулеры с водой. Удобное расположение, до Кремля пешком минут 10, есть своя парковка Минус нет лифта, с большим багажом подъем будет неудобен"
5.0,Побывали в этом отеле.Стандартный номер.Все новое.Удивила чистота.Милая блондинка на ресепшн.Интерьер кафе изысканный.Прозрачный потолок!!!Вкуснейшие булочки и каши.Цена более чем разумная.Рекомендуем всем.
5.0,"Очень приличный отель по адекватной цене неподалёку от Кремля. Порадовала столовая-кафе, оригинальный дизайн. Кухня на пятёрку (завтраки, шведский стол). Большие просторные холлы на этажах. Рекомендую."
5.0,"Отель расположен в пешей доступности до центра города и Кремля ( не более 15 минут), от и до ж/д вокзала добирались на такси. В номерах новая мебель и ремонт, чисто и тепло. Персонал приветливый, старается помочь. Завтраки приятно удивили, большой выбор блюд и все очень вкусно."
5.0,"Приехали поздно, нас встретила очень вежливая женщина лет 40, очень хорошее обращение. Понравилась отделка холла, то, что везде коврики. Все чисто. И номер замечательный (матрас очень мягкий - на любителя). НО почему-то проблема с розетками. Ни одной розетки рядом с кроватью. Или ,например, фен висит, но ни одной розетки в ванной у зеркала или у шкафа с зеркалом. Пришлось сушиться и смотреться в телевизор. Номер был двухместный с большой кроватью"
4.0,"Тихий уютный отель. Для своей цены - просто супер. В номере есть всё необходимое, включая фен и чайник. Персонал доброжелательный, всё объяснят, на местности сориентируют. В номере чисто, просторно. Завтрак вкусный. Вид из окна не очень : нулевой этаж, окна чуть над землёй. Зато свою машину на стоянке всё время наблюдаешь))"
4.0,"Отель подкупает отличным соотношением ""цена/качество"", шаговой доступностью исторического центра, чистотой и приветливым персоналом. Хороший и разнообразный завтрак, фен, холодильник и кондиционер в номере. Не знаете где поужинать? (Кафетерий в отеле работает только на завтрак). Обратитесь на ресепшн. Дадут целый лист ближайших заведений. Парочку обошел. Весьма неплохие. Может быть не самый удобный и красивый подъезд к отелю, зато люди хорошие. А это важнее! Рекомендую."
5.0,"Останавливались в данном отеле на одну ночь, бронировали двухместный номер ""Премиум"" с 1 кроватью. Предварительно уведомили администрацию о потребности в парковке. После оплаты номера, машину мы поставили на территорию за шлагбаум. Заселение прошло в номер 102. Номер соответствует описанию, все чисто, аккуратно. Белье, полотенца и халаты в отличном состоянии. Из средств гигиены предложены только гель и шампунь в индивидуальных упаковках, зубных щеток в номере нет. звукоизоляция вполне хорошая или мы так нагулялись, что крепко спали :) Завтрак впечатлил разнообразием и свежестью! Единственное, что омрачает, на мой взгляд, -это вид из окна. точно не премиум! это парковка! по расположению: близко к Кремлю."
5.0,"Сегодня ночевала в Рязани, в отеле Рязань!!могу сказать только хорошее об этом отеле,понравилось все))до Ул Ленина пешком 5 мин,до Почтовой,где много приятных кафе,10 мин,приятно пройти по Ул Свободы,которая вместила в себя новое и старое!!до Кремля тоже минут 10. Номера очень чистые,новые и современные,кровати мягкие,а подушки удобные!!все что писали про коридоры-они отремонтированы и выглядят шикарно!!в номере все ест и фен тоже,если захотите халат он платный !!это и понятно цена за номер очень экономичная и при таком сервисе просто суперская!!!очень рекомендую!!!"
5.0,"Отель в центре города, недалеко от кремля. Без изысков ,но все очень душевно. Профессиональный и доброжелательный персонал. Вкусные и свежие завтраки. Чисто и комфортно.Все использованные полотенца поменяли и убрали номер, хотя мы останавливались всего на две ночи. Всем кому надо отдохнуть и выспаться -советую."
4.0,"Было сложно найти этот отель. Находится в очень не удобном месте. До центра не далеко, но сразу не найдешь его. Обслуживание хорошее номер чистый и удобный. Есть завтра и вполне приличный. Персонал отзывчивый на все мои просьбы быстро отреагировали."
4.0,"Хороший отель, с просторными номерами и очень удачным месторасположением относительно главных достопримечательностей города. Вкусные и разнообразные завтраки, вежливый персонал, в номерах все работает без перебоев и отлично. Отдельным пунктов выделила отсутствие саун в отеле, т.к. как это внезапно стало для меня критерием при выборе отеля. В Рязани почти все отели снабжены такой услугой как сауна, почитав отзывы на сайте - стало понятно откуда такая любовь к саунам - постояльцы отелей жаловались либо на ночные кутежи в соседних номерах, либо наоборот на невозможность устраивать эти кутежи и слишком ""придирчивый"" персонал, который просил предъявлять документы при заездах в отель и оставлял записи о своих постояльцах в журналах (тогда как постояльцы предпочитали скрыть свои…"
3.0,"Спасибо отзывам, заезд действительно с ул. Затинная, так бы не нашли. Жили на 3 этаже, не комфортная лестница, лифта нет. Провинциальный интерьер и отсутствие вентиляции, душно в номере, в ванной комнате парилка. Из плюсов. Кондиционер. Приятный персонал. Большая парковка под шлагбаумом, для нас с мотоциклом это важно. Прокат великов присутствует, жалко не был времени прокатиться. Лучшее в отеле-это завтрак, шведский стол, действительно разнообразно и вкусно, приятный интерьер! До Кремля 10мин."
5.0,"Остановились в отеле ""Рязань"" на сутки, в номере комфорт для 3-х человек. Номер 204, оформленный в нежно голубом стиле, оказался нашим спасением после изнуряющей жары. Просторный прохладный, уютный. Кондиционер работал исправно. Ковровые дорожки на полу. В номере лежала небольшая карта Рязани. Вежливый персонал на ресепшене. Заселили нас на 2 часа раньше, после выселения предложили оставить вещи в комнате хранения. Это оказалось очень удобно для нас. Завтрак был вкусным и разнообразным. Каша, творог, фрукты, выпечка, омлет и др. Отель находится в шаговой доступности от Кремля. Спасибо Вам большое за классный отдых в отеле. Обязательно приедем еще раз!"
4.0,"Огромная благодарность работникам кафе -такой вкусной каши я не ела никогда в жизни) Поддалась на их уговоры и попробовала - и не пожалела!!! Замечательные люди, готовят с душой и от души же радуются гостям- чего не скажешь о работниках ресепшн;) Отель в целом понравился. Минус - очень неудобная лестница и отсутствие лифта."
5.0,"Проживали одну ночь в трехместном номере. В обстановке никакого совка или вычурности, высокие потолки, чистые номера в хорошем состоянии, адекватный и вежливый персонал. Вполне достаточный завтрак с собственной выпечкой. Собственная удобная парковка. Место хоть и рядом с Кремлем, но всё же достаточно странное, как будто историческую часть оставили разваливаться, а новые здания просто стали строить в другом месте."
4.0,"Выбирали отель в Рязани на одну ночь, будучи там проездом. Выбор приличных отелей оказался невелик и в итоге, по отзывам, забронировали отель ""Рязань"". Гостиница действительно находится в пешей доступности от кремля, но место, само по себе, странное... Около главного входа расположен полуразвалившийся автосервис, разбитая дорога, новые жилые дома вперемешку со старыми халупами. Вообще, этот район Рязани, хотя формально является центром, состоит, в основном, из старых домов, давно требующих ремонта. В отеле есть большая охраняемая парковка, что, конечно же, является плюсом. Заселили нас быстро. Лифта в отеле нет. Номер достаточно большой, мебель и электроприборы без замечаний. Вид из окна никакой. Завтрак отличается от стандартных континентальных завтраков, нет бекона и пр.…"
5.0,"До кремля из отеля пешком идем минут 10. Для прогвлки или пробежки - сммое то! Отель тихий, вежливый, есть охраняемый паркинг (бесплатный), Есть чистота, вайфай и кондиционер.. Ну что мне еще нужно? Это, конечно не Риц, но тоже очень достойное место, чтобы благородному дону провести ночь в путешествии. Да и ценник не космический а достаточно гармоничный для предложенного сервиса. Утром с 0700 до 1100 завтрак - тоже удобство. Можно поесть и ехать по делам.. Отель трехэтажный,но лифта нет. Поэтому, кому тяжело ходить по лестнице, рекомендую заранее согласовать нужный этаж для проживания. Всем удачи в поездках!"
4.0,"Нормальный деловой отель, с достаточно чистыми номерами в среднем ценовом сегменте, удачным расположением относительно центра города и разных достопримечательностей (Кремль, пешеходная ресторанная улица, центр города в шаговой доступности по московским меркам). Завтрак с 8.00 до 10.00, но реально можно приходить уже к 7.30. Разнообразие блюд наличествует: от каш и творога до омлетов и сосисок, фрукты, чай/кофе, напитки. Однозначно лучше чем в европейских отелях 3*. Уборка ежедневная, качество меня устраивало. Заезд с перпендикулярной улицы - улица Затинная, странно что ни на сайте, ни на прочих ресурсах об этом не написано. По указанному адресу по Скоморошинской улице существует только узкий проход между домом и зеленым забором, если в первый раз и ночью, то найти нереально :).…"
4.0,"Был здесь год назад. Изменений к лучшему не произошло. Все так же не появилось нижнего света (бра или настольной лампы). Завтрак стал беднее, но возможно это связано с низкой загрузкой отеля. В целом чисто и не плохо. Но если бы администрации чуть чуть добавить атмосферы и удобств для клиента - было бы совсем шик-модерн! Даю подсказку: на завтраке включите мониторы и люстры, они там есть, а немного теплого света и звуковой фон избавят от мысли, что ты находишься в подвале с гробовой тишиной."
3.0,"Остановились в ""Рязани"" на одну ночь. Гостиница на троечку, не больше. Понравилось: *Большой номер с высоким потолком. *Удобная кровать, есть халаты. *Хорошая звукоизоляция. *5 минут пешком до кремля. Но не понравилось мне больше: *Интерьер унылый, номер оформлен безвкусно и скучно. Все в традиции евроремонта из 90-ых. *В номере не было положенной питьевой воды на гостей. *В ванной отсутствует держатель для лейки душа, т.е. чтоб помыть голову надо держать саму лейку на вытянутой руке над головой. Кошмар как не удобно( *Вся техника и освещение почему-то при въезде в номер были вытянуты из розеток. Экономия? Не знаю... *Расположение гостиницы в мрачном месте среди пятиэтажных хрущевок и полуразрушенных строений. Пока искали нужный адрес, думали что-то напутали, но нет. *Завтрак…"
5.0,"Очень рады, что остановились в этом отеле. Во-первых, удобное расположение: недалеко от центра (Кремль в шаговой доступности). Автовокзал тоже очень близко. Удобно добираться и от железнодорожных вокзалов. Во-вторых, очень понравился сам отель. В номере очень чисто; мебель, сантехника новые, в отличном состоянии. Номер убирали каждый день. Нет прсторонних запахов. В номере есть всё необходимое (правда не было утюга и фена). Удобная кровать, хорошие подушки (в отелях с этим бывают проблемы). В отеле тихо (нет шума с улицы и не слышно шума из соседних номеров), можно хорошо выспаться. Завтрак хороший. Горячая каша, омлет, йогурт, овощи и фрукты (нарезка), свежая выпечка, соки. Кофемашина (!). На этажах кулеры с холодной и горячей водой. Можно взять велосипеды напрокат. Персонал…"
4.0,"В отеле - 36 номеров по различной цене. Завтрак - Шведский стол. В трёхстах метрах от отеля начинается лесопарковая зона (подходит для пеших и велопрогулок), которая выходит к побережью реки Ока и городскому пляжу озера Ореховое. Ещё удобства: автовокзал «Приокский» - в 300 метрах (3 минуты пешком), в номере - кондиционер, холодильник, телефон, 32"" ЖК телевизор с кабельным ТВ, бесплатный Wi-Fi, есть бесплатная парковка."
1.0,"Расположение отеля может быть и удачно, но стоит он посреди непонятно чего, вид удручающий... Вечером в отеле элементарно нереально покушать, ресторана нет, он используется только для завтра как я понял. Номер 103 на первом этаже ужасен, кондиционер не работает ( дует тёплым ), дверь в туалет перекошена и не закрыть до конца. Розетки в номерах размещал имбецил, у кровати их нет!! К чистоте претензий нет. Но самое удивительное, что после 23-00 к Вам в гости никого не пустят, это полный бред, тем более мною был оплачен двухместный номер. В общем и целом крайне не рекомендую, нашей компанией он будет занесён в чёрный список."
5.0,"Отель на 38 номеров. Место тихое, в центре Рязани. Три этажа, на первом 4 люкса, остальные очень достойные. Персонал приветлив, вежлив, аккуратен. Завтрак шведский стол, все очень вкусно, большой выбор блюд. Был 12-13 мая, остался очень доволен. Цены весьма гуманные!"
1.0,"В гостинице впервые. Хороший номер, чистый, просторный. Всё вроде и устраивало бы, НО. Сейчас ночь, не могу уснуть. Причина - крайне плохая шумоизоляция. Мешает уснуть сосед в смежном номере: слышны его шаги, слышно, как он ворочается в кровати (!). Порой кажется, что сосед у тебя в комнате. Пришлось лечь на своей кровати задом-наперед, чтобы не слышать ёрзание по ""стенке"" кровати, прикрепленной к стене. Жаль, но в другой раз в этой гостинице меня не будет."
4.0,"Останавливались в номере категории премиум. Номер просто огромный! Хорошая мебель и джакузи. Очень приятный персонал, во всем помогли, даже чемодан поднесли. Хорошая памятка для туристов что посмотреть и где поесть. Из минусов вид из окна на стоянку и отсутствие черного чая в номере и на завтраке."
5.0,"отель понравился. тихо, чисто, уютно. персонал приветливый. нас без проблем заселили раньше времени - в 11-00 вместо 14-00 (приехали раньше). номер довольно большой. завтрак - шведский стол, нормальный (чай-кофе-сок, колбаса-сосиски-сыр, каша, яйца, печенье, молоко с хлопьями). есть бесплатный wi-fi"
4.0,"На первый взгляд простая кирпичная коробка отеля «Рязань» вызывает разочарование. Фотографиями на его фоне похвалиться не получится. Зато внутри впечатление совсем другое. Большой холл, хорошая мебель, стойка администратора с несколькими часами на стене (Владивосток, Калининград и тд). На этажах широкие коридоры, холлы с каменными сиденьями, накрытыми матрасиками. У нас был номер категории «комфорт» на втором этаже. В номере большая кровать, удобный круглый столик на колесиках, стол с мини-холодильником в тумбе. Номер просторный с высоким потолком. Полагаю, что здесь может с комфортом расположиться семья с детьми. Соседей за стеной мы не слышали, не знаю – хорошая звукоизоляция или там проживали культурные люди. В комнате на потолке люстра. Есть настольная лампа, но она такая…"
4.0,"Отель новый, мебель и оборудование отеля и номеров - новые, номера после евроремонта. Номера просторные. Качественное постельное белье. Бесплатная парковка для гостей рядом с отелем. Завтраки скудноваты, но наесться вполне можно. В отеле нет лифта. Расположен отель в самом центре города недалеко от Кремля, но в неуютном дворе, рядом с которым расположены автомастерские с соответствующим антуражем и большим скоплением автомобилей. Маленькие окна в номерах. Номера на третьем этаже выходят на крышу и упираются в вентиляционные трубы."
5.0,"Очень довольна отелем, который, кстати, выбирала по отзывам. Отель очень близко от центра. Номер был идеально убран, все новое, в номере тепло ( после двух недель холода в квартире это было просто подарком). На стене у входа в отель- карта Рязани и аппарат для чистки обуви. Идеально убранные коридоры, на этажах кулеры. Завтрак - шведский стол с большим выбором еды: например, 3 мая это были каша, разные виды творога, колбасы, сыр, омлет, сосиски, фруктовая нарезка, вкусная выпечка и т.д. Попросила в номер чайник- сразу же предоставили бесплатно, причем вместе с чаем. Отдельное спасибо администратору Илье! В следующий приезд в Рязань остановлюсь только там. Из небольших минусов: сильная слышимость происходящего в соседних номерах, но я еще не была ни в одной гостинице в России,…"
5.0,"Единственное недостаток-расположение рядом с неантуражной автомастерской. В остальном-сплошные плюсы. Номер комфортный, уютный; персонал отзывчивый, не жарко-не холодно, приличная сантехника, хорошая кофемашина в кафе на завтраке."
5.0,"Большой номер с хорошим ремонтом, мебелью и коврами. В номере - холодильник, кондиционер, москитная сетка. Шума ниоткуда не слышно. В холлах и на этажах красивые интерьеры. Есть кулер. Бесплатная охраняемая стоянка. Завтрак - ""шведский стол"" довольно неплохой. В просторной ванной комнате очень хороший ремонт, сантехника, ванна. Близко магазин ""Дикси"". Единственный недостаток, который мы обнаружили только перед сном - на широкой кровати на двоих было только одно двуспальное одеяло (спать вдвоем очень неудобно).Попросить 2-е было слишком поздно. Еще в отеле нет лифта. Подниматься с вещами на 3-й этаж некомфортно."
5.0,"Отель расположен недалеко от Пл. Свободы, до центра (улица Ленина) мин 15 пешком. На ресепшене встретил мужчина с суровым видом, разместили достаточно быстро, номер на втором этаже, лифта нет. Сам номер просторный, светлый, большая кровать, телевизор, шкаф. Wi-Fi ловил средне, т.к был последний номер в коридоре. Ванная комната не большая, душевая кабина. Из банных принадлежностей были только пакетики с шампунем и гель для душа. Немного огорчило наличие использованных пакетиков от шампуня от предыдущих постояльцев. И в номере на ковре валялся пакетик от чего-то маленького. Есть кулер с водой на этаже. С 8 утра завтраки, в кафе на первом этаже, красивое просторное кафе. Завтрак приличный (каша, сыр, сосиски, овощи, омлет, творог, сметана, варенье, чай, кофе зерновой). Можно…"
5.0,"Заселили быстро, персонал очень вежливый. Есть охраняемая парковка. В номере чисто, на кроватях белоснежное белье, санузел просторный и чистый, без запахов. Очень удивил завтрак. Шведской стол на любой вкус: каша, творог, омлет, несколько видов десерта и тостов. Кофе машина готовит даже моккачино и горячий шоколад. Очень всем довольны!"
4.0,"Были на выходных с друзьями. Простой чистый отель с не плохими завтраками. Ничего выдающегося, но вполне подойдет для командировок и поездок с друзьями. Везде ковры, нет лифта и обычные замки на дверях номеров (не цифровые). На парковке всегда есть место. Рекомендую."
5.0,"Отель оставил приятное впечатление. Бронировали номер для троих. Приехали к 14 часам, заселили сразу, выделили место на парковке, правда сказали, что они не закрепляют место, т.е. приехав вечером мест на парковке могло не быть. Номер понравился, просторный, одна двуспальная кровать и одна односпальная, ТВ, фен, кондиционер, кулер на этаже, на каждого человека по три полотенца. В номере тепло. Единственный минус, всего один светильник, который нельзя подключить между двух кроватей (не дотягивается до розетки). Хочется отметить завтрак, очень вкусный, качественные продукты и достаточно большой выбор. Каша, творог, сметана, омлет, сосиски, колбаса, сыр, йогурты, кекс, фрукты. Из напитков чай, кофе, два холодных напитка : каркаде и компот. Персонал дружелюбный и отзывчивый, готовы…"
5.0,"Был в данном отеле несколько раз в командировках, очень радует расположение в центре, цена, чистота.Также хотел отметить, завтрак (шведский стол) с очень хорошей кухней и кофе-машиной.Персонал вежливый и адекватный."
4.0,"Нам нужно было переночевать одну ночь в городе Рязань. Мы случайно забронировали этот отель , думая по названию совпадающим с названием города, что это гостиница времён СССР. Ну нет, это новый отель в каком то реконструированном здании. Всё понравилось: тепло , персонал отзывчивый, завтрак замечательный. Овсяная каша и запеканка очень вкусные."
3.0,"Уютный, очень теплый отель. Слышимость конечно отменная. На завтрак фрукты, каша, сосиски, омлет, творог, сметана, кофе из кофемашины. Мы жили на 3 этаже без лифта и никто нам чемоданы не поднимал. В номерах нет зубной щетки и пасты. Кровати узкие, но матрас приличный, полотенца хорошие. Удобное расположение. С WF были проблемы Соответствует цена качеству."
4.0,"Удобное расположение, есть автостоянка. Очень приветливый, внимательный администратор. Посоветовали, что можно посмотреть в городе и где лучше поужинать. Номер небольшой, но уютный. Рядом Кремль, недалеко магазины. Хороший завтрак. Хороший удобный, недорогой отель"
5.0,"Замечательный и достаточно новый отель недалеко от Кремля. Мы жили в номере Премиум. Номер оказался большим, очень теплым - не смотря на новогодние холода, периодически открывали окно для проветривания. Кровать огромная и очень удобная, на полу большой ковер и коврики поменьше с обеих сторон от кровати. Были предоставлены халаты (белоснежные и хорошего качества), которые не были указаны в описании номера, что стало приятным бонусом. Персонал отеля вежливый, внимательный, отзывчивый, ненавязчивый (убирали в номере даже 1января!!!), причем мы горничных не видели вообще. В номере ежедневно пополняли запасы банных принадлежностей и чая-сахара. Завтраки подают в кафетерии отеля, выбор есть, хоть и не очень большой и каждый день одно и то же, но мы наедались. Даже ежедневно была…"
